id,text,_dataset,_league,_season,_season_type,_source_endpoint,_source_params_json,_run_id,_fetched_at_utc,_row_content_hash,_source_response_keys
1611661330,ATL,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,a0366a5c31c02c099dd570499f783dafc6009230ec78b4e6ae2cfbf76d46b49f,"[""teams""]"
1611661329,CHI,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,953da1f8a0d39010834ba1e0f1716f9851e050873128001596b7d5f2b1726431,"[""teams""]"
1611661323,CON,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,c41883367d0fda3409c937c0d736c17672448aa8290633935b15942a25e16138,"[""teams""]"
1611661321,DAL,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,48aa697cf56e063eb84a7eff95510cfcfa3b1b16816798ab84c45bd2fe542278,"[""teams""]"
1611661331,GSV,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,43eec841383c3cfc9d2c3421d1b5e73caa6bc9303b525d37f508b47c00ba9c70,"[""teams""]"
1611661325,IND,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,e02a225b6c39873af2d2b77c4f9b083ea3583ab3de3376c70ab48b0cfd5311e6,"[""teams""]"
1611661320,LAS,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,9c0addb6f10873848798db4768db4d8ee845e95e938384a1e0251f51af7d20ef,"[""teams""]"
1611661319,LVA,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,a1604065f63cae221c63413dc6de3e7dae4dcfb8cf4a77e360e1b7fcfc9a3262,"[""teams""]"
1611661324,MIN,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,95a03b646c0d36eea490342febbba8c2dda06a8548ac319f70380e4f8ad40dd0,"[""teams""]"
1611661313,NYL,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,f14c24a2e8a3275c6c14aa2123efa31caa2ba7717be758b434d2e62e8116d9cb,"[""teams""]"
1611661327,PDX,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,9b927ce1774e20f6185eb168218192f423cc507c23734510dcb524427b9ed032,"[""teams""]"
1611661317,PHX,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,f7008ca386e80fce4320c25e09f9fc061fd7b32723dcde89376903ee82d97a6f,"[""teams""]"
1611661328,SEA,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,907a88f73629d96e0c1b589e309b731af5396f7980c4c1188834ded27206a352,"[""teams""]"
1611661332,TOR,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,65989610adfc59e3297fa56f6482ff4a42ddf67b4cd9b55330f7d5eed7e5a904,"[""teams""]"
1611661322,WAS,teams_directory,wnba,,,/get-teams/wnba,{},20260602T225905Z,2026-06-02T22:59:05+00:00,7f2a5f73233463fc9f6e10a9b12a8d851fd86a0933c8a49830c6c6d5528b8293,"[""teams""]"
