season,entity_id_feature,entity_name_feature,sample_size_flag,detected_zone_fga_total,efg_pct_feature,ts_pct_feature,points_per_fga_feature,shotquality_pbp_feature,shot_making_over_shotquality_pbp,rim_fga_share,midrange_fga_share,three_point_fga_share,rim_and_three_fga_share,shot_diet_diversity_score,shot_zone_concentration_score,shooting_efficiency_category,shotquality_pbp_profile_label,shot_diet_profile_label,specialized_shooter_label,shot_diet_risk_label,leaderboard_name,leaderboard_sort_col,leaderboard_generated_at_utc,run_id
2026,1611661331,GSV,Strong,1119,0.4879356568364611,0.5353455123113582,1.2073279714030385,0.4871203870387038,0.000815269797757312,0.20554066130473636,0.34226988382484363,0.45218945487042,0.6577301161751563,0.9298594127409232,0.24379532663930598,Low Efficiency,Tough Shot Profile,Perimeter-Leaning,Corner Spacer,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661313,NYL,Strong,1024,0.53857421875,0.594776748104465,1.3837890625,0.5030808333333334,0.03549338541666658,0.2666015625,0.30078125,0.4326171875,0.69921875,0.9045379749050251,0.2517871856689453,Strong Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Corner Spacer,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661327,PDX,Strong,1119,0.5160857908847185,0.5564451561248999,1.2493297587131367,0.4983005829596412,0.017785207925077318,0.2725647899910634,0.31724754244861486,0.4101876675603217,0.6827524575513851,0.8998872050342527,0.253142367475109,Average Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Corner Spacer,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661332,TOR,Strong,1100,0.51,0.5663751987281399,1.3027272727272727,0.5172851277372262,-0.007285127737226227,0.3181818181818182,0.28363636363636363,0.3981818181818182,0.7163636363636363,0.9214382756529107,0.24867272727272727,Average Efficiency,High-Quality Shot Profile,Modern Shot Diet,Balanced Three-Level Scorer,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661320,LAS,Strong,1001,0.5179820179820179,0.5675324675324676,1.3146853146853146,0.5077897088353414,0.01019230914667657,0.30569430569430567,0.3016983016983017,0.39260739260739264,0.6983016983016983,0.8856628314358611,0.26291889928253565,Average Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Balanced Three-Level Scorer,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661325,IND,Strong,1036,0.527992277992278,0.5770519262981575,1.334942084942085,0.519214569215876,0.008777708776401938,0.33976833976833976,0.2702702702702703,0.38996138996138996,0.7297297297297297,0.904749298731958,0.25808351097926385,Strong Efficiency,High-Quality Shot Profile,Modern Shot Diet,Balanced Three-Level Scorer,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661328,SEA,Strong,1037,0.4749276759884281,0.5229396771452847,1.1909353905496625,0.488257986447241,-0.013330310458812888,0.24011571841851495,0.3702989392478303,0.38958534233365477,0.6297010607521697,0.9269206072716681,0.2428440842166735,Low Efficiency,Tough Shot Profile,Diversified Shot Profile,No Clear Shooting Specialty,Balanced / Low Risk,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661330,ATL,Strong,975,0.5066666666666667,0.5529622980251346,1.2717948717948717,0.5375088659793814,-0.030842199312714702,0.40615384615384614,0.20512820512820512,0.38871794871794874,0.7948717948717949,0.8262855350464322,0.3013165023011177,Average Efficiency,High-Quality Shot Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661317,PHX,Strong,1046,0.4847036328871893,0.5398009950248757,1.251434034416826,0.4993351390220518,-0.014631506134862471,0.24091778202676864,0.38910133843212236,0.369980879541109,0.6108986615678776,0.9469554019081723,0.23147271404494585,Low Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Corner Spacer,Midrange-Heavy Risk,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661321,DAL,Strong,1069,0.5154349859681946,0.5523648648648649,1.2291861552853134,0.493997412982126,0.021437572986068576,0.255378858746492,0.3985032740879326,0.34611786716557535,0.6014967259120674,0.9342056265190193,0.23628300230756913,Average Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Midrange Specialist,Midrange-Heavy Risk,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661319,LVA,Strong,1047,0.5396370582617,0.5730145175064048,1.2884431709646609,0.4842409003831417,0.05539615787855834,0.22349570200573066,0.4489016236867239,0.32760267430754536,0.551098376313276,0.9264195331970568,0.24289255059938386,Elite Efficiency,Tough-Shot Maker,Diversified Shot Profile,Midrange Specialist,Balanced / Low Risk,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661329,CHI,Strong,955,0.4701570680628272,0.5230560578661845,1.2178010471204188,0.5191695697796432,-0.04901250171681604,0.3539267015706806,0.32251308900523556,0.32356020942408376,0.6774869109947643,0.9031254862497453,0.2578843781694581,Efficiency Concern,High-Quality Shot Profile,Paint-Oriented,No Clear Shooting Specialty,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661322,WAS,Strong,887,0.4909808342728297,0.5441595441595442,1.2976324689966179,0.5083557692307692,-0.017374934957939514,0.37204058624577224,0.32243517474633593,0.3055242390078918,0.677564825253664,0.8733941877600738,0.2736394036877406,Average Efficiency,Average Shot Quality Profile,Paint-Oriented,Rim Pressure Finisher,Clean Shot Profile,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661324,MIN,Strong,1127,0.5572315882874889,0.5932203389830508,1.31055900621118,0.5158235320284698,0.04140805625901911,0.3433895297249335,0.3717834960070985,0.2848269742679681,0.6282165039929015,0.9377489786544825,0.2380506232044147,Elite Efficiency,Average Shot Quality Profile,Diversified Shot Profile,Rim Pressure Finisher,Balanced / Low Risk,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
2026,1611661323,CON,Strong,1179,0.46225614927905,0.4988797610156833,1.1416454622561494,0.4988188461538462,-0.036562696874796186,0.3333333333333333,0.3842239185750636,0.2824427480916031,0.6157760814249365,0.9114376719249866,0.24906243772665698,Efficiency Concern,Average Shot Quality Profile,Diversified Shot Profile,No Clear Shooting Specialty,Midrange-Heavy Risk,team_three_point_volume_leaders,three_point_fga_share,2026-06-20T15:27:15+00:00,20260620T152714Z
